SIS V(mV)	-0.1
SIS C(uA)	25.2
SIS Mag (mA)	-0.1
LO PA Vd (V)	0.00
LO PA Id (mA)	0.00
IF(GHz)	Hot-Power(dBm)	Cold-Power(dBm)	Y-factor	Tsys
2.22	-66.50	-68.61	1.63	271.67
2.23	-66.63	-68.03	1.38	499.73
2.23	-66.89	-68.32	1.39	484.36
2.23	-66.40	-68.31	1.55	319.76
2.24	-66.41	-68.16	1.50	364.47
2.24	-66.42	-68.68	1.68	244.08
2.24	-66.67	-68.40	1.49	370.73
2.25	-66.66	-68.92	1.68	243.87
2.25	-66.92	-68.68	1.50	361.83
2.25	-66.83	-68.63	1.51	348.27
2.26	-66.97	-68.98	1.59	294.22
2.26	-67.11	-69.31	1.66	256.52
2.27	-67.46	-69.52	1.61	283.78
2.27	-67.52	-69.76	1.67	247.79
2.27	-67.47	-69.65	1.65	259.13
2.28	-67.78	-69.35	1.44	425.18
2.28	-67.98	-69.48	1.41	452.95
2.28	-67.84	-69.31	1.40	470.23
2.29	-67.66	-69.55	1.54	324.87
2.29	-68.01	-69.82	1.52	345.61
2.30	-67.74	-69.80	1.61	284.92
2.30	-67.51	-69.31	1.52	347.67
2.30	-67.56	-69.64	1.62	278.59
2.31	-67.68	-69.07	1.38	501.54
2.31	-67.28	-69.45	1.65	261.80
2.31	-67.01	-69.00	1.58	301.13
2.32	-66.83	-68.99	1.64	264.67
2.32	-67.01	-68.96	1.57	309.37
2.32	-66.57	-68.55	1.58	301.70
2.33	-66.65	-68.40	1.49	366.72
2.33	-66.46	-67.91	1.40	472.76
2.34	-66.19	-67.61	1.39	488.27
2.34	-65.85	-68.00	1.64	263.40
2.34	-65.82	-68.00	1.65	259.38
2.35	-65.60	-67.67	1.61	281.55
2.35	-65.53	-67.64	1.62	274.32
2.35	-65.44	-67.31	1.54	328.00
2.36	-65.19	-67.59	1.74	219.95
2.36	-65.54	-67.42	1.54	327.67
2.37	-65.21	-67.60	1.73	221.11
2.37	-65.57	-67.74	1.65	259.52
2.37	-65.42	-67.90	1.77	207.88
2.38	-65.56	-67.69	1.63	269.76
2.38	-65.71	-67.69	1.58	300.87
2.38	-66.07	-67.91	1.53	338.99
2.39	-66.15	-68.58	1.75	215.71
2.39	-66.24	-68.05	1.52	345.50
2.39	-66.23	-68.51	1.69	239.40
2.40	-66.96	-68.12	1.31	640.28
2.40	-66.60	-68.63	1.59	292.11
2.41	-66.69	-68.99	1.70	237.42
2.41	-66.69	-68.92	1.67	249.72
2.41	-66.62	-68.67	1.60	287.49
2.42	-66.86	-69.05	1.66	256.48
2.42	-66.75	-68.88	1.64	267.62
2.42	-66.77	-69.02	1.68	245.66
2.43	-66.76	-68.80	1.60	288.46
2.43	-66.92	-68.89	1.58	303.42
2.43	-67.08	-68.97	1.55	323.79
2.44	-67.02	-68.96	1.56	311.25
2.44	-66.85	-68.68	1.52	340.67
2.45	-66.36	-68.38	1.59	291.95
2.45	-66.53	-68.42	1.55	323.76
2.45	-66.07	-68.16	1.62	277.59
2.46	-66.41	-68.04	1.45	404.80
2.46	-66.02	-67.89	1.54	329.50
2.46	-65.80	-67.48	1.47	386.35
2.47	-65.43	-67.48	1.60	285.06
2.47	-65.33	-67.21	1.54	327.11
2.48	-65.31	-66.79	1.41	463.72
2.48	-64.76	-67.37	1.82	189.72
2.48	-64.72	-67.06	1.71	230.03
2.49	-65.03	-66.69	1.46	394.42
2.49	-64.77	-66.51	1.49	370.24
2.49	-64.68	-66.47	1.51	352.21
2.50	-64.32	-66.39	1.61	280.19
2.50	-64.16	-66.48	1.70	234.74
2.50	-64.49	-66.66	1.65	260.01
2.51	-64.84	-67.15	1.70	236.39
2.51	-65.01	-66.91	1.55	322.91
2.52	-65.00	-67.29	1.70	237.28
2.52	-64.98	-67.17	1.66	256.44
2.52	-65.45	-67.18	1.49	372.50
2.53	-65.56	-67.15	1.44	420.05
2.53	-65.62	-67.13	1.41	451.49
2.53	-65.23	-67.51	1.69	240.69
2.54	-65.53	-67.83	1.70	236.44
2.54	-66.01	-67.55	1.43	436.92
2.54	-65.73	-67.85	1.63	271.33
2.55	-65.74	-67.84	1.62	275.78
2.55	-66.08	-68.22	1.64	267.12
2.56	-65.86	-68.08	1.67	250.89
2.56	-66.01	-67.52	1.42	448.61
2.56	-65.66	-67.89	1.67	248.20
2.57	-65.78	-67.61	1.52	341.16
2.57	-65.58	-67.67	1.62	277.97
2.57	-65.45	-67.41	1.57	304.84
2.58	-65.03	-67.43	1.74	219.13
2.58	-65.23	-67.14	1.55	318.78
2.58	-64.84	-67.14	1.70	237.07
2.59	-64.88	-66.64	1.50	360.30
2.59	-64.66	-66.54	1.54	325.17
2.60	-64.44	-66.39	1.57	310.40
2.60	-64.39	-66.40	1.59	293.29
2.60	-63.87	-65.76	1.54	325.86
2.61	-64.03	-65.57	1.43	435.07
2.61	-63.52	-65.68	1.64	263.99
2.61	-63.51	-65.64	1.63	268.42
2.62	-63.66	-65.66	1.58	299.45
2.62	-63.52	-65.79	1.68	243.00
2.63	-63.53	-65.39	1.53	332.94
2.63	-63.42	-65.52	1.62	275.63
2.63	-63.02	-65.81	1.90	166.12
2.64	-63.60	-65.67	1.61	281.65
2.64	-63.87	-65.88	1.59	294.51
2.64	-63.63	-65.98	1.72	227.83
2.65	-63.78	-66.14	1.72	226.65
2.65	-64.26	-66.26	1.58	299.10
2.65	-63.93	-66.18	1.68	245.05
2.66	-64.38	-66.24	1.54	331.73
2.66	-64.38	-66.93	1.80	196.66
2.67	-64.59	-66.68	1.62	278.52
2.67	-64.75	-67.07	1.71	232.66
2.67	-64.80	-66.86	1.61	282.93
2.68	-64.85	-66.62	1.50	358.55
2.68	-64.66	-66.83	1.65	261.66
2.68	-64.77	-66.89	1.63	271.71
2.69	-64.51	-66.66	1.64	265.92
2.69	-64.56	-66.71	1.64	263.38
2.69	-64.30	-66.75	1.75	213.16
2.70	-64.44	-66.92	1.77	207.22
2.70	-64.43	-66.95	1.78	202.15
2.71	-64.68	-66.77	1.62	277.89
2.71	-64.16	-66.55	1.73	221.68
2.71	-64.34	-66.35	1.59	295.89
2.72	-63.99	-66.41	1.75	216.05
2.72	-63.84	-65.96	1.63	269.90
2.72	-63.75	-65.98	1.67	249.21
2.73	-63.36	-66.14	1.90	167.19
2.73	-63.48	-65.69	1.66	253.43
2.74	-63.18	-65.49	1.70	234.67
2.74	-63.19	-65.49	1.70	238.03
2.74	-62.80	-65.41	1.83	187.68
2.75	-62.63	-65.16	1.79	200.79
2.75	-62.88	-65.19	1.70	235.13
2.75	-62.99	-65.19	1.66	255.78
2.76	-62.90	-65.26	1.72	226.72
2.76	-62.82	-65.56	1.88	171.81
2.76	-62.91	-65.26	1.72	228.39
2.77	-62.94	-65.60	1.84	182.71
2.77	-62.99	-65.28	1.69	238.76
2.78	-63.00	-65.46	1.77	209.20
2.78	-62.98	-65.74	1.89	170.17
2.78	-63.11	-65.72	1.83	188.08
2.79	-63.24	-65.28	1.60	289.98
2.79	-63.25	-65.82	1.81	193.76
2.79	-63.55	-66.02	1.77	208.89
2.80	-63.84	-65.87	1.60	291.00
2.80	-63.96	-66.19	1.67	249.23
2.81	-63.94	-66.14	1.66	254.76
2.81	-63.84	-65.80	1.57	309.02
2.81	-63.97	-66.28	1.70	236.07
2.82	-63.76	-66.61	1.93	159.11
2.82	-63.72	-66.33	1.82	188.68
2.82	-63.69	-66.12	1.75	215.44
2.83	-63.49	-65.96	1.76	209.42
2.83	-63.62	-66.07	1.76	211.52
2.83	-63.43	-66.00	1.81	194.57
2.84	-63.10	-65.90	1.90	165.32
2.84	-63.21	-65.30	1.62	278.04
2.85	-62.73	-65.22	1.78	205.29
2.85	-62.72	-64.81	1.62	277.40
2.85	-62.37	-65.06	1.86	178.72
2.86	-61.91	-64.71	1.90	165.27
2.86	-61.98	-64.60	1.83	188.07
2.86	-62.01	-64.43	1.74	216.98
2.87	-61.58	-64.11	1.79	200.18
2.87	-61.61	-64.13	1.79	201.50
2.87	-61.10	-63.93	1.92	160.88
2.88	-61.50	-64.01	1.78	204.08
2.88	-61.27	-64.15	1.94	155.87
2.89	-60.82	-63.77	1.97	148.64
2.89	-61.19	-63.54	1.72	226.82
2.89	-61.48	-63.62	1.64	266.61
2.90	-60.96	-63.73	1.90	167.63
2.90	-61.31	-63.62	1.70	234.46
2.90	-61.38	-63.76	1.73	222.70
2.91	-61.42	-64.05	1.83	185.47
2.91	-61.80	-64.06	1.68	243.17
2.92	-61.69	-64.19	1.78	204.64
2.92	-61.70	-64.28	1.81	193.26
2.92	-61.83	-64.47	1.84	184.49
2.93	-61.48	-63.99	1.78	203.17
2.93	-61.70	-64.27	1.81	194.32
2.93	-61.84	-64.29	1.76	211.26
2.94	-61.65	-64.27	1.83	188.15
2.94	-62.03	-63.98	1.57	309.36
2.94	-61.79	-64.37	1.81	192.58
2.95	-61.71	-64.52	1.91	163.53
2.95	-61.56	-64.36	1.91	164.72
2.96	-61.56	-64.18	1.83	187.72
2.96	-61.62	-64.05	1.75	213.88
2.96	-61.47	-64.11	1.84	184.61
2.97	-61.78	-63.95	1.65	260.94
2.97	-61.10	-63.50	1.74	219.79
2.97	-60.92	-63.79	1.94	156.72
2.98	-60.75	-63.24	1.77	206.37
2.98	-60.66	-63.34	1.85	180.16
2.98	-60.28	-62.77	1.78	204.72
2.99	-60.74	-62.78	1.60	288.92
2.99	-59.78	-62.82	2.01	139.02
3.00	-59.66	-62.67	2.00	141.37
3.00	-59.15	-62.22	2.03	136.11
3.00	-59.35	-62.39	2.01	139.44
3.01	-59.46	-62.43	1.98	145.56
3.01	-59.05	-61.84	1.90	166.05
3.01	-59.05	-61.98	1.96	150.15
3.02	-59.05	-61.67	1.83	187.56
3.02	-59.01	-61.54	1.79	200.36
3.02	-59.03	-61.66	1.84	185.22
3.03	-59.00	-61.84	1.92	160.84
3.03	-59.19	-61.88	1.86	178.58
3.04	-59.29	-62.32	2.01	139.61
3.04	-59.22	-62.22	1.99	143.14
3.04	-59.44	-62.50	2.02	137.23
3.05	-59.29	-62.25	1.98	146.72
3.05	-59.25	-62.34	2.04	134.45
3.05	-59.53	-62.30	1.89	167.83
3.06	-59.10	-62.52	2.20	105.51
3.06	-59.31	-62.83	2.25	98.66
3.07	-59.63	-62.54	1.96	151.66
3.07	-59.55	-62.32	1.89	168.98
3.07	-59.55	-62.39	1.92	161.05
3.08	-59.48	-62.31	1.92	161.40
3.08	-59.74	-62.24	1.78	203.93
3.08	-59.86	-62.57	1.86	176.38
3.09	-59.61	-62.13	1.79	201.70
3.09	-59.71	-62.42	1.86	176.64
3.09	-59.44	-62.18	1.88	172.27
3.10	-59.30	-62.04	1.88	171.48
3.10	-58.80	-61.77	1.98	146.25
3.11	-59.10	-61.76	1.84	182.36
3.11	-59.14	-61.33	1.66	256.93
3.11	-58.81	-61.72	1.96	152.25
3.12	-58.54	-61.65	2.05	132.12
3.12	-58.62	-61.60	1.98	145.42
3.12	-58.72	-61.21	1.78	204.84
3.13	-58.28	-60.97	1.86	179.12
3.13	-58.65	-60.83	1.65	258.83
3.13	-58.66	-60.77	1.63	273.27
3.14	-57.85	-60.75	1.95	153.37
3.14	-57.98	-60.86	1.94	155.74
3.15	-57.52	-60.70	2.08	125.57
3.15	-57.64	-60.65	2.00	142.39
3.15	-57.55	-60.40	1.93	159.68
3.16	-57.74	-60.61	1.93	157.56
3.16	-57.50	-60.43	1.96	150.12
3.16	-57.73	-60.59	1.93	158.54
3.17	-57.62	-60.54	1.96	151.72
3.17	-57.71	-60.73	2.00	141.13
3.18	-57.69	-60.66	1.98	146.94
3.18	-57.66	-60.81	2.06	128.66
3.18	-57.80	-61.18	2.18	109.10
3.19	-58.01	-61.03	2.00	141.36
3.19	-58.08	-61.10	2.01	140.45
3.19	-57.90	-60.98	2.04	134.40
3.20	-57.95	-60.84	1.94	155.09
3.20	-58.05	-60.97	1.96	151.58
3.20	-58.10	-60.86	1.89	169.69
3.21	-57.69	-60.95	2.12	118.52
3.21	-58.13	-60.78	1.84	183.92
3.22	-58.25	-60.75	1.78	204.60
3.22	-57.92	-61.14	2.10	122.55
3.22	-58.11	-60.98	1.93	157.66
3.23	-57.99	-61.05	2.02	136.81
3.23	-58.02	-60.51	1.77	206.17
3.23	-57.65	-60.68	2.01	140.41
3.24	-57.82	-60.60	1.90	166.71
3.24	-57.62	-60.33	1.87	175.75
3.25	-57.20	-60.42	2.10	122.55
3.25	-56.94	-60.74	2.40	79.41
3.25	-57.25	-60.10	1.93	158.54
3.26	-56.64	-59.71	2.03	135.28
3.26	-56.70	-59.58	1.94	155.56
3.26	-56.51	-59.59	2.04	134.54
3.27	-56.38	-59.53	2.07	128.62
3.27	-56.66	-58.79	1.63	268.38
3.27	-56.41	-59.21	1.91	164.15
3.28	-55.79	-59.30	2.24	99.31
3.28	-55.72	-59.53	2.41	78.48
3.29	-56.29	-59.29	2.00	142.86
3.29	-55.83	-59.05	2.10	122.41
3.29	-56.09	-59.15	2.02	136.76
3.30	-55.95	-59.39	2.21	103.84
3.30	-56.21	-59.05	1.92	161.01
3.30	-56.17	-59.10	1.96	150.48
3.31	-55.69	-59.31	2.30	91.17
3.31	-55.51	-59.26	2.37	83.04
3.31	-55.89	-58.98	2.04	134.35
3.32	-55.93	-59.17	2.11	120.44
3.32	-55.95	-59.51	2.27	95.23
3.33	-56.00	-59.37	2.17	109.50
3.33	-56.06	-59.47	2.19	106.35
3.33	-56.24	-59.48	2.11	120.88
3.34	-56.47	-59.13	1.84	182.21
3.34	-56.18	-59.41	2.10	122.12
3.34	-56.07	-59.23	2.07	127.68
3.35	-56.19	-59.46	2.12	118.06
3.35	-56.11	-59.60	2.23	100.69
3.35	-56.18	-59.63	2.21	103.59
3.36	-55.95	-59.20	2.11	120.07
3.36	-56.10	-59.21	2.05	131.85
3.37	-55.59	-59.31	2.35	84.72
3.37	-55.43	-59.09	2.32	88.79
3.37	-55.56	-58.71	2.07	128.12
3.38	-55.45	-58.89	2.21	104.07
3.38	-55.38	-58.65	2.12	117.74
3.38	-55.55	-58.74	2.09	124.41
3.39	-55.33	-58.77	2.21	103.69
3.39	-55.31	-58.77	2.22	102.46
3.40	-54.99	-58.61	2.31	90.73
3.40	-54.83	-58.43	2.29	93.01
3.40	-54.79	-58.30	2.24	99.36
3.41	-54.81	-58.17	2.16	111.00
3.41	-54.81	-57.82	2.00	141.44
3.41	-54.79	-57.85	2.02	137.61
3.42	-54.15	-57.88	2.36	84.32
3.42	-54.27	-57.91	2.32	89.41
3.42	-54.11	-58.05	2.48	71.28
3.43	-54.11	-57.76	2.32	89.43
3.43	-54.28	-57.46	2.08	125.78
3.44	-54.59	-57.99	2.19	107.03
3.44	-54.84	-57.97	2.05	131.00
3.44	-54.54	-57.77	2.10	121.46
3.45	-54.69	-57.97	2.12	117.80
3.45	-54.81	-58.00	2.09	124.25
3.45	-54.70	-57.86	2.07	127.23
3.46	-54.68	-58.23	2.26	96.72
3.46	-55.10	-58.21	2.05	132.29
3.46	-54.95	-58.24	2.14	115.69
3.47	-55.06	-58.42	2.16	111.01
3.47	-55.02	-58.09	2.03	135.82
3.48	-55.00	-58.39	2.18	108.04
3.48	-54.64	-58.33	2.34	86.86
3.48	-55.07	-58.17	2.04	132.83
3.49	-55.23	-58.49	2.12	119.16
3.49	-55.07	-58.54	2.22	102.24
3.49	-55.13	-58.27	2.06	129.77
3.50	-55.27	-58.27	1.99	143.39
3.50	-54.97	-58.24	2.12	118.28
3.51	-54.86	-58.27	2.19	106.35
3.51	-54.19	-58.17	2.50	68.92
3.51	-54.30	-57.92	2.30	91.38
3.52	-54.81	-58.07	2.12	118.12
3.52	-54.60	-57.57	1.98	146.26
3.52	-54.31	-57.00	1.86	178.33
3.53	-54.16	-57.50	2.16	112.04
3.53	-53.65	-56.86	2.10	122.61
3.53	-53.92	-57.77	2.43	76.15
3.54	-54.04	-57.47	2.20	104.93
3.54	-54.03	-57.15	2.05	131.66
3.55	-53.90	-57.13	2.10	121.71
3.55	-53.59	-57.42	2.42	77.53
3.55	-54.20	-57.21	2.00	142.31
3.56	-53.82	-57.28	2.22	103.18
3.56	-54.04	-57.37	2.15	113.06
3.56	-54.10	-57.27	2.07	126.77
3.57	-53.59	-57.02	2.20	105.17
3.57	-53.97	-57.24	2.13	117.33
3.58	-54.12	-57.06	1.97	149.23
3.58	-54.17	-57.45	2.13	117.10
3.58	-54.50	-57.38	1.94	156.29
3.59	-54.50	-57.70	2.09	124.03
3.59	-54.93	-57.82	1.94	154.89
3.59	-54.75	-57.93	2.08	125.81
3.60	-54.96	-57.84	1.94	155.62
3.60	-54.73	-58.11	2.18	108.54
3.60	-54.87	-58.01	2.06	128.66
3.61	-54.95	-58.18	2.10	121.50
3.61	-55.11	-58.07	1.98	147.42
3.62	-55.00	-57.85	1.93	159.23
3.62	-54.69	-58.09	2.19	107.79
3.62	-54.64	-58.26	2.30	91.52
3.63	-54.81	-58.29	2.23	101.28
3.63	-54.98	-58.51	2.25	97.56
3.63	-55.01	-58.50	2.23	100.49
3.64	-54.94	-58.25	2.14	114.68
3.64	-54.92	-58.29	2.17	109.90
3.64	-54.92	-58.04	2.05	131.77
3.65	-54.64	-58.06	2.20	105.36
3.65	-54.88	-58.01	2.06	130.48
3.66	-54.66	-57.74	2.04	134.33
3.66	-54.45	-57.58	2.06	130.30
3.66	-54.23	-57.51	2.13	117.23
3.67	-54.08	-57.10	2.01	140.51
3.67	-54.31	-57.58	2.12	118.16
3.67	-53.97	-57.06	2.04	134.27
3.68	-53.94	-57.16	2.10	122.22
3.68	-53.56	-57.19	2.31	90.34
3.69	-53.83	-57.27	2.21	104.65
3.69	-53.93	-57.13	2.09	123.60
3.69	-53.99	-56.91	1.96	151.12
3.70	-54.17	-57.55	2.18	109.06
3.70	-54.09	-57.23	2.06	129.68
3.70	-54.29	-57.34	2.02	137.74
3.71	-54.39	-57.56	2.08	125.96
3.71	-54.87	-57.63	1.89	170.26
3.71	-54.58	-57.51	1.97	149.87
3.72	-54.70	-58.01	2.14	114.65
3.72	-54.76	-57.79	2.01	140.64
3.73	-55.04	-57.90	1.93	157.50
3.73	-54.95	-58.16	2.10	122.73
3.73	-55.00	-58.35	2.16	111.46
3.74	-55.20	-58.44	2.11	120.63
3.74	-55.45	-58.30	1.93	158.36
3.74	-55.29	-58.49	2.09	124.21
3.75	-55.43	-58.65	2.10	122.64
3.75	-55.73	-58.55	1.91	163.23
3.75	-55.39	-58.63	2.11	120.04
3.76	-55.14	-58.91	2.39	81.06
3.76	-55.09	-58.70	2.30	92.00
3.77	-54.88	-58.72	2.42	77.40
3.77	-54.72	-58.53	2.40	79.32
3.77	-55.16	-58.22	2.03	136.45
3.78	-54.81	-58.55	2.36	83.72
3.78	-54.86	-58.31	2.22	102.96
3.78	-54.73	-58.51	2.39	81.05
3.79	-54.87	-58.41	2.26	97.34
3.79	-55.16	-57.98	1.92	162.24
3.79	-54.72	-58.22	2.24	100.19
3.80	-54.89	-58.13	2.11	120.55
3.80	-54.71	-58.03	2.15	114.00
3.81	-54.67	-58.06	2.19	107.78
3.81	-54.83	-57.91	2.03	135.60
3.81	-54.71	-57.90	2.09	124.70
3.82	-54.94	-58.11	2.07	127.05
3.82	-54.92	-58.48	2.27	95.76
3.82	-54.93	-57.57	1.84	184.72
3.83	-55.07	-58.36	2.13	116.78
3.83	-55.02	-58.63	2.30	91.94
3.84	-55.17	-58.56	2.18	108.39
3.84	-55.31	-58.75	2.21	104.23
3.84	-55.61	-58.68	2.03	135.65
3.85	-55.59	-59.03	2.21	104.21
3.85	-55.74	-59.30	2.27	95.16
3.85	-55.80	-59.24	2.21	103.84
3.86	-56.03	-59.18	2.07	128.58
3.86	-56.12	-59.51	2.18	108.08
3.86	-56.34	-59.21	1.94	157.19
3.87	-55.92	-59.56	2.31	89.96
3.87	-56.12	-59.41	2.13	116.42
3.88	-56.02	-59.48	2.22	102.53
3.88	-55.91	-59.28	2.17	110.03
3.88	-55.99	-59.38	2.18	108.22
3.89	-56.04	-59.52	2.23	101.24
3.89	-56.16	-59.45	2.14	115.79
3.89	-56.11	-59.69	2.28	93.92
3.90	-56.17	-59.46	2.14	115.69
3.90	-56.16	-59.48	2.15	113.96
3.90	-56.21	-59.62	2.19	106.72
3.91	-56.21	-59.43	2.10	122.01
3.91	-56.26	-59.29	2.01	140.40
3.92	-56.12	-59.19	2.03	135.79
3.92	-55.94	-59.12	2.08	126.00
3.92	-55.78	-58.79	2.00	141.30
3.93	-55.76	-59.06	2.14	115.85
3.93	-55.75	-58.64	1.94	155.42
3.93	-55.61	-58.59	1.99	144.99
3.94	-55.73	-59.10	2.17	110.33
3.94	-55.69	-58.81	2.05	131.75
3.95	-55.61	-58.97	2.17	110.10
3.95	-55.84	-58.84	1.99	143.11
3.95	-55.81	-58.84	2.01	139.90
3.96	-55.93	-58.96	2.01	139.52
3.96	-55.94	-59.23	2.13	116.04
3.96	-55.97	-59.43	2.22	102.98
3.97	-56.23	-59.45	2.10	121.99
3.97	-56.13	-59.88	2.37	82.93
3.97	-56.40	-59.73	2.16	112.38
3.98	-56.70	-59.76	2.02	137.32
3.98	-56.70	-59.89	2.09	124.73
3.99	-57.01	-60.13	2.05	131.59
3.99	-57.15	-60.26	2.05	132.36
3.99	-56.92	-60.19	2.12	118.20
4.00	-57.24	-60.54	2.14	115.13
4.00	-57.34	-60.65	2.15	114.25
4.00	-57.55	-61.09	2.26	96.97
4.01	-57.38	-60.55	2.08	126.69
4.01	-57.62	-61.09	2.22	102.08
4.01	-57.01	-60.74	2.36	83.90
4.02	-57.45	-60.54	2.04	133.96
4.02	-57.42	-60.65	2.10	121.27
4.03	-57.39	-60.33	1.97	148.76
4.03	-57.52	-60.30	1.90	166.88
4.03	-57.24	-60.29	2.02	137.97
4.04	-57.48	-60.36	1.94	156.31
4.04	-56.85	-60.31	2.22	102.91
4.04	-57.22	-59.80	1.81	193.34
4.05	-56.63	-59.80	2.07	126.90
4.05	-56.23	-59.89	2.32	88.81
4.06	-57.16	-59.68	1.79	201.86
4.06	-56.93	-59.73	1.90	165.46
4.06	-56.72	-59.77	2.02	138.76
4.07	-56.28	-59.70	2.20	105.95
4.07	-56.59	-59.41	1.92	162.00
4.07	-56.59	-59.60	2.00	141.70
4.08	-56.43	-59.82	2.19	107.75
4.08	-56.42	-59.84	2.20	105.76
4.08	-56.63	-60.06	2.20	104.82
4.09	-56.60	-60.07	2.22	101.87
4.09	-56.54	-59.83	2.13	116.93
4.10	-57.06	-60.18	2.05	130.92
4.10	-56.83	-60.34	2.24	99.07
4.10	-57.00	-60.51	2.25	98.89
4.11	-57.44	-60.37	1.96	150.28
4.11	-57.39	-60.80	2.19	106.92
4.11	-57.53	-60.62	2.04	133.52
4.12	-57.39	-60.55	2.07	127.16
4.12	-57.54	-60.87	2.15	113.07
4.12	-57.39	-60.89	2.24	99.88
4.13	-57.33	-60.54	2.10	122.96
4.13	-57.44	-60.66	2.10	121.72
4.14	-57.25	-60.77	2.25	98.32
4.14	-57.64	-60.87	2.10	121.44
4.14	-57.83	-60.60	1.89	168.27
4.15	-57.28	-60.60	2.15	113.80
4.15	-57.48	-60.91	2.20	105.33
4.15	-57.49	-60.92	2.20	105.05
4.16	-57.20	-60.72	2.25	98.55
4.16	-57.20	-60.55	2.16	111.25
4.17	-57.41	-60.68	2.12	117.77
4.17	-57.37	-60.26	1.94	155.11
4.17	-57.41	-60.31	1.95	152.82
4.18	-56.94	-60.38	2.21	104.14
4.18	-56.98	-60.23	2.12	119.28
4.18	-56.99	-60.38	2.19	107.77
4.19	-56.89	-60.33	2.21	104.01
4.19	-56.93	-60.17	2.11	121.00
4.19	-57.11	-60.10	1.99	144.78
4.20	-56.95	-60.31	2.17	110.65
4.20	-57.11	-60.28	2.08	126.51
4.21	-56.92	-60.31	2.18	108.26
4.21	-56.58	-60.40	2.41	78.73
4.21	-57.03	-60.39	2.17	110.46
4.22	-57.21	-60.57	2.17	110.55
4.22	-57.43	-60.58	2.06	128.75
4.22	-57.37	-60.69	2.15	113.93
4.23	-57.44	-60.56	2.05	131.38
4.23	-57.51	-60.49	1.98	145.95
4.24	-57.64	-60.59	1.97	148.57
4.24	-57.15	-60.66	2.24	99.19
4.24	-57.89	-60.94	2.02	138.28
4.25	-57.68	-60.92	2.11	120.76
4.25	-57.83	-61.16	2.15	113.54
4.25	-57.97	-61.26	2.13	116.49
4.26	-57.98	-61.01	2.01	140.45
4.26	-58.33	-61.18	1.93	158.85
4.26	-58.18	-61.43	2.11	120.14
4.27	-57.99	-60.99	1.99	143.49
4.27	-58.14	-61.00	1.93	158.76
4.28	-58.08	-60.97	1.95	154.60
4.28	-58.20	-61.33	2.05	131.02
4.28	-58.39	-61.51	2.05	130.76
4.29	-58.40	-61.18	1.90	166.54
4.29	-57.81	-61.02	2.09	123.08
4.29	-58.01	-60.87	1.93	157.65
4.30	-57.87	-61.07	2.09	123.66
4.30	-57.90	-60.93	2.01	139.36
4.30	-57.87	-60.96	2.03	134.60
4.31	-57.68	-61.21	2.25	97.51
4.31	-57.78	-61.02	2.11	120.91
4.32	-57.40	-60.95	2.26	96.39
4.32	-57.72	-60.90	2.08	126.14
4.32	-57.40	-61.01	2.30	91.66
4.33	-57.73	-61.15	2.20	106.26
4.33	-57.54	-61.22	2.34	86.70
4.33	-57.52	-61.53	2.52	67.46
4.34	-57.76	-61.09	2.15	113.55
4.34	-58.10	-61.46	2.16	111.15
4.34	-57.67	-61.30	2.31	90.57
4.35	-57.76	-61.57	2.40	79.28
4.35	-57.56	-61.59	2.53	65.93
4.36	-58.01	-61.55	2.26	97.35
4.36	-58.19	-62.02	2.41	77.80
4.36	-58.15	-61.58	2.20	104.80
4.37	-58.33	-61.71	2.18	108.98
4.37	-58.00	-62.08	2.56	63.41
4.37	-58.69	-62.17	2.23	101.28
4.38	-58.63	-62.21	2.28	94.18
4.38	-58.98	-62.27	2.13	115.97
4.39	-58.97	-62.45	2.23	101.04
4.39	-58.70	-62.17	2.22	101.90
4.39	-58.95	-62.38	2.21	104.38
4.40	-59.02	-62.31	2.13	116.30
4.40	-59.22	-62.39	2.08	126.27
4.40	-58.40	-62.31	2.46	72.82
4.41	-58.85	-62.06	2.10	122.78
4.41	-58.83	-62.43	2.29	92.63
4.41	-59.01	-62.28	2.12	117.81
4.42	-58.95	-62.09	2.06	129.96
4.42	-58.63	-62.49	2.43	75.82
4.43	-59.20	-62.33	2.06	130.02
4.43	-58.71	-62.15	2.21	104.43
4.43	-58.87	-62.37	2.23	100.38
4.44	-58.77	-62.31	2.26	96.95
4.44	-58.80	-62.23	2.20	105.59
4.44	-58.16	-61.97	2.40	78.95
4.45	-58.15	-61.85	2.35	85.81
4.45	-58.92	-62.30	2.18	109.36
4.46	-58.83	-62.29	2.22	103.25
4.46	-58.36	-61.98	2.30	91.35
4.46	-58.69	-62.52	2.42	77.51
4.47	-58.61	-61.92	2.15	114.06
4.47	-58.43	-61.93	2.24	100.06
4.47	-58.42	-62.10	2.33	87.12
4.48	-58.67	-62.19	2.25	97.96
4.48	-58.64	-62.39	2.37	82.33
4.48	-58.70	-62.22	2.25	98.20
4.49	-58.43	-62.64	2.63	57.26
4.49	-58.67	-62.16	2.23	100.38
4.50	-58.62	-62.65	2.53	66.23
4.50	-58.82	-62.48	2.33	88.14
4.50	-58.79	-62.59	2.40	79.81
4.51	-58.92	-62.85	2.47	71.91
4.51	-59.34	-62.72	2.18	108.79
4.51	-59.17	-62.52	2.16	111.17
4.52	-59.33	-63.01	2.33	87.58
4.52	-59.39	-62.83	2.21	104.11
4.52	-59.22	-63.01	2.39	80.13
4.53	-59.45	-62.84	2.18	108.21
4.53	-59.35	-62.99	2.31	90.30
